ㄱㅏ	ka̠
ㅊㅔㅊㅓㅇ	t͡ɕʰe̞t͡ɕʰʌ̹ŋ
ㅊㅔㅊㅓㅇㅎㅏㄷㅏ	t͡ɕʰe̞t͡ɕʰʌ̹ŋɦa̠da̠
ㅊㅔㅊㅔㄴㅇㅓ	t͡ɕʰe̞t͡ɕʰe̞nʌ̹
ㅊㅔㅊㅟ	t͡ɕʰe̞t͡ɕʰɥi
ㅊㅔㅊㅡㄴㅑ	t͡ɕʰe̞t͡ɕʰɯɲja̠
ㅊㅔㅊㅡㄱ	t͡ɕʰe̞t͡ɕʰɯk̚
ㅊㅔㅋㅗ	t͡ɕʰe̞kʰo̞
ㅊㅔㅋㅗㅅㅡㄹㄹㅗㅂㅏㅋㅣㅇㅏ	t͡ɕʰe̞kʰo̞sʰɯɭɭo̞ba̠kçia̠
ㅊㅔㅋㅗㅇㅓ	t͡ɕʰe̞kʰo̞ʌ̹
ㅊㅔㅋㅗㅇㅣㄴ	t͡ɕʰe̞kʰo̞in
ㅊㅔㅌㅗㅇ	t͡ɕʰe̞tʰo̞ŋ
ㅊㅔㅍㅗ	t͡ɕʰe̞pʰo̞
ㅊㅔㅍㅗㄷㅚㄷㅏ	t͡ɕʰe̞pʰo̞dø̞da̠
ㅊㅔㅍㅛ	t͡ɕʰe̞pʰjo
ㅊㅔㅍㅛㅁㅕㄴㅈㅓㄱ	t͡ɕʰe̞pʰjomjʌ̹nd͡ʑʌ̹k̚
ㅊㅔㅎㅏ	t͡ɕʰe̞ɦa̠
ㅊㅔㅎㅏㄷㅏ	t͡ɕʰe̞ɦa̠da̠
ㅊㅔㅎㅐ	t͡ɕʰe̞ɦɛ̝
ㅊㅔㅎㅑㅇ	t͡ɕʰe̞ʝja̠ŋ
ㅊㅔㅎㅓㅁ	t͡ɕʰe̞ɦʌ̹m
ㅊㅔㅎㅓㅁㅎㅏㄷㅏ	t͡ɕʰe̞ɦʌ̹mɦa̠da̠
ㅊㅔㅎㅕㄴ	t͡ɕʰe̞ʝjʌ̹n
ㅊㅔㅎㅕㄴㄷㅚㄷㅏ	t͡ɕʰe̞ʝjʌ̹ndø̞da̠
ㅊㅔㅎㅕㄴㅎㅏㄷㅏ	t͡ɕʰe̞ʝjʌ̹nɦa̠da̠
ㅊㅔㅎㅕㅇ	t͡ɕʰe̞ʝjʌ̹ŋ
ㅊㅔㅎㅘ	t͡ɕʰe̞βwa̠
ㅊㅔㅎㅘㄱㅡㅁㅇㅠㅇ	t͡ɕʰe̞βwa̠ɡɯmjuŋ
ㅊㅔㅎㅘㅅㅓㄱ	t͡ɕʰe̞βwa̠sʰʌ̹k̚
ㅊㅔㅎㅘㄴ	t͡ɕʰe̞βwa̠n
ㅊㅔㅎㅘㄴㄷㅚㄷㅏ	t͡ɕʰe̞βwa̠ndø̞da̠
ㅊㅔㅎㅘㄴㅎㅏㄷㅏ	t͡ɕʰe̞βwa̠nɦa̠da̠
ㅊㅔㅎㅜ	t͡ɕʰe̞βu
ㅊㅔㅇㅅㅡㅌㅗㅎㅗㅂㅏ	t͡ɕʰe̞ŋsʰɯtʰo̞βo̞ba̠
ㅊㅕㄴㅓㅁㄱㅣㄱㅣ	t͡ɕʰjʌ̹nʌ̹mɡiɡi
ㅊㅕㄴㅓㅎㄱㅣ	t͡ɕʰjʌ̹nʌ̹kçi
ㅊㅕㄷㅏㅂㅗㄷㅏ	t͡ɕʰjʌ̹da̠bo̞da̠
ㅊㅕㅁㅏㄱㄱㅣ	t͡ɕʰjʌ̹ma̠k̚k͈i
ㅊㅗ	t͡ɕʰo̞
ㅊㅗㄱㅏ	t͡ɕʰo̞ɡa̠
ㅊㅗㄱㅏㅅㅏㅁㄱㅏㄴ	t͡ɕʰo̞ɡa̠sʰa̠mɡa̠n
ㅊㅗㄱㅏㅇㅡㄹ	t͡ɕʰo̞ɡa̠ɯɭ
ㅊㅗㄱㅏㄴ	t͡ɕʰo̞ɡa̠n
ㅊㅗㄱㅏㄴㅂㅗㄴ	t͡ɕʰo̞ɡa̠nbo̞n
ㅊㅗㄱㅕㅇㅜㄹ	t͡ɕʰo̞ɡjʌ̹uɭ
ㅊㅗㄱㅕㅇ	t͡ɕʰo̞ɡjʌ̹ŋ
ㅊㅗㄱㅖ	t͡ɕʰo̞ɡje̞
ㅊㅗㄱㅖㅈㅓㅇ	t͡ɕʰo̞ɡje̞d͡ʑʌ̹ŋ
ㅊㅗㄱㅗ	t͡ɕʰo̞ɡo̞
ㅊㅗㄱㅗㅅㅗㄱㄷㅗ	t͡ɕʰo̞ɡo̞sʰo̞k̚t͈o̞
ㅊㅗㄱㅗㅇㅗㄴ	t͡ɕʰo̞ɡo̞o̞n
ㅊㅗㄱㅗㅈㅜㅍㅏ	t͡ɕʰo̞ɡo̞d͡ʑupʰa̠
ㅊㅗㄱㅘ	t͡ɕʰo̞ɡwa̠
ㅊㅗㄱㅜ	t͡ɕʰo̞ɡu
ㅊㅗㄱㅡㄴㅁㅗㄱㅍㅣ	t͡ɕʰo̞ɡɯnmo̞k̚pʰi
ㅊㅗㄱㅡㅂ	t͡ɕʰo̞ɡɯp̚
ㅊㅗㄱㅣ	t͡ɕʰo̞ɡi
ㅊㅗㄴㅕㄴ	t͡ɕʰo̞ɲjʌ̹n
ㅊㅗㄴㅕㄴㅂㅕㅇ	t͡ɕʰo̞ɲjʌ̹nbjʌ̹ŋ
ㅊㅗㄴㅕㄴㅅㅐㅇ	t͡ɕʰo̞ɲjʌ̹nsʰɛ̝ŋ
ㅊㅗㄴㅡㅇㄹㅕㄱ	t͡ɕʰo̞nɯŋɲjʌ̹k̚
ㅊㅗㄷㅏㄴ	t͡ɕʰo̞da̠n
ㅊㅗㄷㅏㄴㅍㅏ	t͡ɕʰo̞da̠npʰa̠
ㅊㅗㄷㅐ	t͡ɕʰo̞dɛ̝
ㅊㅗㄷㅐㄱㅝㄴ	t͡ɕʰo̞dɛ̝ɡwʌ̹n
ㅊㅗㄷㅐㅇㅕㄴ	t͡ɕʰo̞dɛ̝jʌ̹n
ㅊㅗㄷㅐㅈㅏㅇ	t͡ɕʰo̞dɛ̝d͡ʑa̠ŋ
ㅊㅗㄷㅐㅎㅏㄷㅏ	t͡ɕʰo̞dɛ̝ɦa̠da̠
ㅊㅗㄷㅐㅎㅕㅇ	t͡ɕʰo̞dɛ̝ʝjʌ̹ŋ
ㅊㅗㄷㅗㅅㅜㄴㅅㅣ	t͡ɕʰo̞do̞sʰunɕʰi
ㅊㅗㄷㅗㅇㅅㅜㅅㅏ	t͡ɕʰo̞do̞ŋsʰusʰa̠
ㅊㅗㄷㅜ	t͡ɕʰo̞du
ㅊㅗㄷㅡㅇ	t͡ɕʰo̞dɯŋ
ㅊㅗㄷㅡㅇㄱㅛㅇㅠㄱ	t͡ɕʰo̞dɯŋɡjojuk̚
ㅊㅗㄷㅡㅇㅅㅜㅎㅏㄱ	t͡ɕʰo̞dɯŋsʰuɦa̠k̚
ㅊㅗㄷㅡㅇㅎㅏㄱㄱㅛ	t͡ɕʰo̞dɯŋɦa̠k̚k͈jo
ㅊㅗㄷㅡㅇㅎㅏㄱㅅㅐㅇ	t͡ɕʰo̞dɯŋɦa̠ks͈ɛ̝ŋ
ㅊㅗㄷㅣㅇ	t͡ɕʰo̞diŋ
ㅊㅗㄹㅏ	t͡ɕʰo̞ɾa̠
ㅊㅗㄹㅏㅎㅏㄷㅏ	t͡ɕʰo̞ɾa̠ɦa̠da̠
ㅊㅗㄹㅐ	t͡ɕʰo̞ɾɛ̝
ㅊㅗㄹㅖ	t͡ɕʰo̞ɾje̞
ㅊㅗㄹㅖㅊㅓㅇ	t͡ɕʰo̞ɾje̞t͡ɕʰʌ̹ŋ
ㅊㅗㄹㅗㅇㅣㄴㅅㅐㅇ	t͡ɕʰo̞ɾo̞insʰɛ̝ŋ
ㅊㅗㄹㅗㄱ	t͡ɕʰo̞ɾo̞k̚
ㅊㅗㄹㅗㄱㅅㅐㄱ	t͡ɕʰo̞ɾo̞ks͈ɛ̝k̚
ㅊㅗㅁㅏㄱ	t͡ɕʰo̞ma̠k̚
ㅊㅗㅁㅏㄴㅇㅝㄴ	t͡ɕʰo̞ma̠nwʌ̹n
ㅊㅗㅁㅕㄴ	t͡ɕʰo̞mjʌ̹n
ㅊㅗㅁㅕㄴㅂㅜㅈㅣ	t͡ɕʰo̞mjʌ̹nbud͡ʑi
ㅊㅗㅁㅕㅇ	t͡ɕʰo̞mjʌ̹ŋ
ㅊㅗㅁㅗㄱ	t͡ɕʰo̞mo̞k̚
ㅊㅗㅁㅜㄴ	t͡ɕʰo̞mun
ㅊㅗㅁㅣㄹㅣㅂㅈㅏ	t͡ɕʰo̞miɾip̚t͡ɕ͈a̠
ㅊㅗㅂㅏㄴ	t͡ɕʰo̞ba̠n
ㅊㅗㅂㅏㅂ	t͡ɕʰo̞ba̠p̚
ㅊㅗㅂㅓㅁ	t͡ɕʰo̞bʌ̹m
ㅊㅗㅂㅕㅇ	t͡ɕʰo̞bjʌ̹ŋ
ㅊㅗㅂㅗ	t͡ɕʰo̞bo̞
ㅊㅗㅂㅗㅈㅏ	t͡ɕʰo̞bo̞d͡ʑa̠
ㅊㅗㅂㅗㄱ	t͡ɕʰo̞bo̞k̚
ㅊㅗㅂㅗㄴ	t͡ɕʰo̞bo̞n
ㅊㅗㅂㅗㅁ	t͡ɕʰo̞bo̞m
ㅊㅗㅂㅗㅇ	t͡ɕʰo̞bo̞ŋ
ㅊㅗㅂㅜㄹ	t͡ɕʰo̞buɭ
ㅊㅗㅂㅣㅅㅏㅇ	t͡ɕʰo̞bisʰa̠ŋ
ㅊㅗㅂㅣㅇ	t͡ɕʰo̞biŋ
ㅊㅗㅂㅣㅇㄱㅛㅅㅜ	t͡ɕʰo̞biŋɡjosʰu
ㅊㅗㅅㅏㄴ	t͡ɕʰo̞sʰa̠n
ㅊㅗㅅㅏㄴㄱㅠㄴ	t͡ɕʰo̞sʰa̠nɡjun
ㅊㅗㅅㅏㄴㅂㅏㄹㅎㅛ	t͡ɕʰo̞sʰa̠nba̠ɾʝjo
ㅊㅗㅅㅏㄴㅂㅜ	t͡ɕʰo̞sʰa̠nbu
ㅊㅗㅅㅏㅇ	t͡ɕʰo̞sʰa̠ŋ
ㅊㅗㅅㅏㅇㄱㅝㄴ	t͡ɕʰo̞sʰa̠ŋɡwʌ̹n
ㅊㅗㅅㅏㅇㅎㅘ	t͡ɕʰo̞sʰa̠ŋβwa̠
ㅊㅗㅅㅓ	t͡ɕʰo̞sʰʌ̹
ㅊㅗㅅㅓㄱ	t͡ɕʰo̞sʰʌ̹k̚
ㅊㅗㅅㅓㅇ	t͡ɕʰo̞sʰʌ̹ŋ
ㅊㅗㅅㅗ	t͡ɕʰo̞sʰo̞
ㅊㅗㅅㅗㄱ	t͡ɕʰo̞sʰo̞k̚
ㅊㅗㅅㅗㄱㄷㅗ	t͡ɕʰo̞sʰo̞k̚t͈o̞
ㅊㅗㅅㅜㄴ	t͡ɕʰo̞sʰun
ㅊㅗㅅㅣㄱ	t͡ɕʰo̞ɕʰik̚
ㅊㅗㅅㅣㄱㄷㅗㅇㅁㅜㄹ	t͡ɕʰo̞ɕʰik̚t͈o̞ŋmuɭ
ㅊㅗㅅㅣㄱㄹㅠ	t͡ɕʰo̞ɕʰiŋɲju
ㅊㅗㅅㅣㄱㅅㅓㅇ	t͡ɕʰo̞ɕʰiks͈ʌ̹ŋ
ㅊㅗㅅㅣㄴㅅㅓㅇ	t͡ɕʰo̞ɕʰinsʰʌ̹ŋ
ㅊㅗㅅㅣㅁ	t͡ɕʰo̞ɕʰim
ㅊㅗㅅㅣㅁㅈㅏ	t͡ɕʰo̞ɕʰimd͡ʑa̠
ㅊㅗㅆㅏㄱ	t͡ɕʰo̞s͈a̠k̚
ㅊㅗㅇㅏㄴ	t͡ɕʰo̞a̠n
ㅊㅗㅇㅑ	t͡ɕʰo̞ja̠
ㅊㅗㅇㅕㄹㅡㅁ	t͡ɕʰo̞jʌ̹ɾɯm
ㅊㅗㅇㅕㄱ	t͡ɕʰo̞jʌ̹k̚
ㅊㅗㅇㅕㄴ	t͡ɕʰo̞jʌ̹n
ㅊㅗㅇㅕㄴㅎㅏㄷㅏ	t͡ɕʰo̞jʌ̹nɦa̠da̠
ㅊㅗㅇㅝㄴ	t͡ɕʰo̞wʌ̹n
ㅊㅗㅇㅝㄹ	t͡ɕʰo̞wʌ̹ɭ
ㅊㅗㅇㅠ	t͡ɕʰo̞ju
ㅊㅗㅇㅡㅁㅅㅗㄱ	t͡ɕʰo̞ɯmsʰo̞k̚
ㅊㅗㅇㅡㅁㅅㅗㄱㄱㅣ	t͡ɕʰo̞ɯmsʰo̞k̚k͈i
ㅊㅗㅇㅡㅁㅍㅏ	t͡ɕʰo̞ɯmpʰa̠
ㅊㅗㅇㅣㄴ	t͡ɕʰo̞in
ㅊㅗㅇㅣㄴㄱㅏㄴ	t͡ɕʰo̞inɡa̠n
ㅊㅗㅇㅣㄴㄱㅏㄴㅈㅓㄱ	t͡ɕʰo̞inɡa̠nd͡ʑʌ̹k̚
ㅊㅗㅇㅣㄴㅁㅜㄴㅎㅏㄱ	t͡ɕʰo̞inmunɦa̠k̚
ㅊㅗㅇㅣㄴㅈㅓㄱ	t͡ɕʰo̞ind͡ʑʌ̹k̚
ㅊㅗㅇㅣㄴㅈㅗㅇ	t͡ɕʰo̞ind͡ʑo̞ŋ
ㅊㅗㅈㅏㅇㅕㄴ	t͡ɕʰo̞d͡ʑa̠jʌ̹n
ㅊㅗㅈㅏㅇ	t͡ɕʰo̞d͡ʑa̠ŋ
ㅊㅗㅈㅓㄴㅕㄱ	t͡ɕʰo̞d͡ʑʌ̹ɲjʌ̹k̚
ㅊㅗㅈㅓㅁ	t͡ɕʰo̞d͡ʑʌ̹m
ㅊㅗㅈㅓㅁㄱㅓㄹㅣ	t͡ɕʰo̞d͡ʑʌ̹mɡʌ̹ɾi
ㅊㅗㅈㅗ	t͡ɕʰo̞d͡ʑo̞
ㅊㅗㅈㅗㅎㅏㄷㅏ	t͡ɕʰo̞d͡ʑo̞ɦa̠da̠
ㅊㅗㅈㅣㅇㅣㄹㄱㅘㄴ	t͡ɕʰo̞d͡ʑiiɭɡwa̠n
ㅊㅗㅈㅣㄴ	t͡ɕʰo̞d͡ʑin
ㅊㅗㅈㅣㅂ	t͡ɕʰo̞d͡ʑip̚
ㅊㅗㅊㅓㅇ	t͡ɕʰo̞t͡ɕʰʌ̹ŋ
ㅊㅗㅊㅓㅇㅈㅏㅇ	t͡ɕʰo̞t͡ɕʰʌ̹ŋd͡ʑa̠ŋ
ㅊㅗㅊㅓㅇㅎㅏㄷㅏ	t͡ɕʰo̞t͡ɕʰʌ̹ŋɦa̠da̠
ㅊㅗㅊㅗ	t͡ɕʰo̞t͡ɕʰo̞
ㅊㅗㅊㅜㄴ	t͡ɕʰo̞t͡ɕʰun
ㅊㅗㅊㅞ	t͡ɕʰo̞t͡ɕʰwe̞
ㅊㅗㅊㅞㅎㅏㄷㅏ	t͡ɕʰo̞t͡ɕʰwe̞ɦa̠da̠
ㅊㅗㅊㅣㄹㅇㅣㄹ	t͡ɕʰo̞t͡ɕʰiɾiɭ
ㅊㅗㅊㅣㅁ	t͡ɕʰo̞t͡ɕʰim
ㅊㅗㅋㅗㄹㄹㅣㅅ	t͡ɕʰo̞kʰo̞ɭʎit̚
ㅊㅗㅋㅗㄹㄹㅣㅅㅅㅐㄱ	t͡ɕʰo̞kʰo̞ɭʎit̚s͈ɛ̝k̚
ㅊㅗㅌㅏㄹ	t͡ɕʰo̞tʰa̠ɭ
ㅊㅗㅌㅗㅎㅘ	t͡ɕʰo̞tʰo̞βwa̠
ㅊㅗㅌㅡㄱㄱㅡㅂ	t͡ɕʰo̞tʰɯk̚k͈ɯp̚
ㅊㅗㅍㅏㄴ	t͡ɕʰo̞pʰa̠n
ㅊㅗㅍㅏㄴㅂㅗㄴ	t͡ɕʰo̞pʰa̠nbo̞n
ㅊㅗㅎㅏㄹㅜ	t͡ɕʰo̞ɦa̠ɾu
ㅊㅗㅎㅏㄱ	t͡ɕʰo̞ɦa̠k̚
ㅊㅗㅎㅏㄱㅈㅏ	t͡ɕʰo̞ɦa̠k̚t͡ɕ͈a̠
ㅊㅗㅎㅏㅇ	t͡ɕʰo̞ɦa̠ŋ
ㅊㅗㅎㅐㅇ	t͡ɕʰo̞ɦɛ̝ŋ
ㅊㅗㅎㅕㄴㄷㅐㅈㅓㄱ	t͡ɕʰo̞ʝjʌ̹ndɛ̝d͡ʑʌ̹k̚
ㅊㅗㅎㅕㄴㅅㅣㄹㅍㅏ	t͡ɕʰo̞ʝjʌ̹nɕʰiɭpʰa̠
ㅊㅗㅎㅗㄴ	t͡ɕʰo̞βo̞n
ㅊㅗㅎㅗㄴㅈㅔ	t͡ɕʰo̞βo̞nd͡ʑe̞
ㅊㅗㅎㅘㄴ	t͡ɕʰo̞βwa̠n
ㅊㅗㄱ	t͡ɕʰo̞k̚
ㅊㅗㄱㄱㅏㄱ	t͡ɕʰo̞k̚k͈a̠k̚
ㅊㅗㄱㄱㅏㅁ	t͡ɕʰo̞k̚k͈a̠m
ㅊㅗㄱㄱㅘㅇ	t͡ɕʰo̞k̚k͈wa̠ŋ
ㅊㅗㄱㄱㅜ	t͡ɕʰo̞k̚k͈u
ㅊㅗㄱㄱㅜㅎㅏㄷㅏ	t͡ɕʰo̞k̚k͈uɦa̠da̠
ㅊㅗㄱㄷㅐ	t͡ɕʰo̞k̚t͈ɛ̝
ㅊㅗㄱㄹㅜ	t͡ɕʰo̞ŋnu
ㅊㅗㄱㅁㅏㅇ	t͡ɕʰo̞ŋma̠ŋ
ㅊㅗㄱㅁㅐ	t͡ɕʰo̞ŋmɛ̝
ㅊㅗㄱㅁㅐㅈㅏㄱㅇㅛㅇ	t͡ɕʰo̞ŋmɛ̝d͡ʑa̠ɡjoŋ
ㅊㅗㄱㅁㅐㅈㅔ	t͡ɕʰo̞ŋmɛ̝d͡ʑe̞
ㅊㅗㄱㅂㅏㄱ	t͡ɕʰo̞k̚p͈a̠k̚
ㅊㅗㄱㅂㅏㄱㅎㅏㄷㅏ	t͡ɕʰo̞k̚p͈a̠kʰa̠da̠
ㅊㅗㄱㅂㅏㄹ	t͡ɕʰo̞k̚p͈a̠ɭ
ㅊㅗㄱㅅㅜ	t͡ɕʰo̞ks͈u
ㅊㅗㄱㅈㅣㄴ	t͡ɕʰo̞k̚t͡ɕ͈in
ㅊㅗㄱㅈㅣㄴㅈㅔ	t͡ɕʰo̞k̚t͡ɕ͈ind͡ʑe̞
ㅊㅗㄱㅈㅣㄴㅎㅏㄷㅏ	t͡ɕʰo̞k̚t͡ɕ͈inɦa̠da̠
ㅊㅗㄱㅊㅗㄱㅡㄴ	t͡ɕʰo̞k̚t͡ɕʰo̞ɡɯn
ㅊㅗㄱㅊㅗㄱ	t͡ɕʰo̞k̚t͡ɕʰo̞k̚
ㅊㅗㄱㅊㅗㄱㅇㅣ	t͡ɕʰo̞k̚t͡ɕʰo̞ɡi
ㅊㅗㄱㅊㅗㄱㅈㅣㄱㅡㄴ	t͡ɕʰo̞k̚t͡ɕʰo̞k̚t͡ɕ͈iɡɯn
ㅊㅗㄱㅊㅗㄱㅈㅣㄱㅡㄴㅎㅏㄷㅏ	t͡ɕʰo̞k̚t͡ɕʰo̞k̚t͡ɕ͈iɡɯnɦa̠da̠
ㅊㅗㄱㅊㅗㄱㅎㅏㄷㅏ	t͡ɕʰo̞k̚t͡ɕʰo̞kʰa̠da̠
ㅊㅗㄱㅊㅗㄱㅎㅣ	t͡ɕʰo̞k̚t͡ɕʰo̞kçi
ㅊㅗㄱㅎㅏㄴ	t͡ɕʰo̞kʰa̠n
ㅊㅗㄴ	t͡ɕʰo̞n
ㅊㅗㄴㄱㅏ	t͡ɕʰo̞nɡa̠
ㅊㅗㄴㄱㅏㄱ	t͡ɕʰo̞nɡa̠k̚
ㅊㅗㄴㄱㅡㄱ	t͡ɕʰo̞nɡɯk̚
ㅊㅗㄴㄹㅏㄱ	t͡ɕʰo̞ɭɭa̠k̚
ㅊㅗㄴㄹㅗ	t͡ɕʰo̞ɭɭo̞
ㅊㅗㄴㅁㅣㄴ	t͡ɕʰo̞nmin
ㅊㅗㄴㅂㅐㄱㅅㅓㅇ	t͡ɕʰo̞nbɛ̝ks͈ʌ̹ŋ
ㅊㅗㄴㅂㅗ	t͡ɕʰo̞nbo̞
ㅊㅗㄴㅂㅜ	t͡ɕʰo̞nbu
ㅊㅗㄴㅂㅜㅈㅏ	t͡ɕʰo̞nbud͡ʑa̠
ㅊㅗㄴㅅㅐㅇㅇㅝㄴ	t͡ɕʰo̞nsʰɛ̝ŋwʌ̹n
ㅊㅗㄴㅅㅜ	t͡ɕʰo̞nsʰu
ㅊㅗㄴㅅㅡㄹㅓㅂㄷㅏ	t͡ɕʰo̞nsʰɯɾʌ̹p̚t͈a̠
ㅊㅗㄴㅅㅣ	t͡ɕʰo̞nɕʰi
ㅊㅗㄴㅇㅡㅁ	t͡ɕʰo̞nɯm
ㅊㅗㄴㅈㅏㅇ	t͡ɕʰo̞nd͡ʑa̠ŋ
ㅊㅗㄴㅈㅣ	t͡ɕʰo̞nd͡ʑi
ㅊㅗㄴㅈㅣㄴㅊㅓㄱㅌㅚ	t͡ɕʰo̞nd͡ʑint͡ɕʰʌ̹k̚tʰø̞
ㅊㅗㄴㅊㅓㄱ	t͡ɕʰo̞nt͡ɕʰʌ̹k̚
ㅊㅗㄴㅊㅜㅇ	t͡ɕʰo̞nt͡ɕʰuŋ
ㅊㅗㄴㅌㅏㄱ	t͡ɕʰo̞ntʰa̠k̚
ㅊㅗㄴㅌㅏㄱㅎㅏㄷㅏ	t͡ɕʰo̞ntʰa̠kʰa̠da̠
ㅊㅗㄴㅍㅕㅇ	t͡ɕʰo̞npʰjʌ̹ŋ
ㅊㅗㄹㄹㅏㅇ	t͡ɕʰo̞ɭɭa̠ŋ
ㅊㅗㄹㄹㅏㅇㄱㅓㄹㅣㄷㅏ	t͡ɕʰo̞ɭɭa̠ŋɡʌ̹ɾida̠
ㅊㅗㄹㄹㅏㅇㄷㅐㄷㅏ	t͡ɕʰo̞ɭɭa̠ŋdɛ̝da̠
ㅊㅗㄹㄹㅏㅇㅇㅣㄷㅏ	t͡ɕʰo̞ɭɭa̠ŋida̠
ㅊㅗㄹㄹㅏㅇㅊㅗㄹㄹㅏㅇ	t͡ɕʰo̞ɭɭa̠ŋt͡ɕʰo̞ɭɭa̠ŋ
ㅊㅗㄹㄹㅏㅇㅊㅗㄹㄹㅏㅇㅎㅏㄷㅏ	t͡ɕʰo̞ɭɭa̠ŋt͡ɕʰo̞ɭɭa̠ŋɦa̠da̠
ㅊㅗㄹㄹㅏㅇㅎㅏㄷㅏ	t͡ɕʰo̞ɭɭa̠ŋɦa̠da̠
ㅊㅗㄹㅆㅏㄱ	t͡ɕʰo̞ɭs͈a̠k̚
ㅊㅗㄹㅆㅏㄱㄱㅓㄹㅣㄷㅏ	t͡ɕʰo̞ɭs͈a̠k̚k͈ʌ̹ɾida̠
ㅊㅗㄹㅆㅏㄱㄷㅐㄷㅏ	t͡ɕʰo̞ɭs͈a̠k̚t͈ɛ̝da̠
ㅊㅗㄹㅆㅏㄱㅇㅣㄷㅏ	t͡ɕʰo̞ɭs͈a̠ɡida̠
ㅊㅗㄹㅆㅏㄱㅊㅗㄹㅆㅏㄱ	t͡ɕʰo̞ɭs͈a̠k̚t͡ɕʰo̞ɭs͈a̠k̚
ㅊㅗㄹㅆㅏㄱㅊㅗㄹㅆㅏㄱㅎㅏㄷㅏ	t͡ɕʰo̞ɭs͈a̠k̚t͡ɕʰo̞ɭs͈a̠kʰa̠da̠
ㅊㅗㄹㅊㅗㄹ	t͡ɕʰo̞ɭt͡ɕʰo̞ɭ
ㅊㅗㄹㅊㅗㄹㄱㅓㄹㅣㄷㅏ	t͡ɕʰo̞ɭt͡ɕʰo̞ɭɡʌ̹ɾida̠
ㅊㅗㄹㅊㅗㄹㄷㅐㄷㅏ	t͡ɕʰo̞ɭt͡ɕʰo̞ɭdɛ̝da̠
ㅊㅗㄹㅊㅗㄹㅎㅏㄷㅏ	t͡ɕʰo̞ɭt͡ɕʰo̞ɾɦa̠da̠
ㅊㅗㅁㅊㅗㅁ	t͡ɕʰo̞mt͡ɕʰo̞m
ㅊㅗㅁㅊㅗㅁㅎㅏㄷㅏ	t͡ɕʰo̞mt͡ɕʰo̞mɦa̠da̠
ㅊㅗㅁㅊㅗㅁㅎㅣ	t͡ɕʰo̞mt͡ɕʰo̞mʝi
ㅊㅗㅅㄷㅐ	t͡ɕʰo̞t̚t͈ɛ̝
ㅊㅗㅅㅂㅜㄹ	t͡ɕʰo̞t̚p͈uɭ
ㅊㅗㅇ	t͡ɕʰo̞ŋ
ㅊㅗㅇㄱㅏㄱ	t͡ɕʰo̞ŋɡa̠k̚
ㅊㅗㅇㄱㅏㄱㄱㅣㅁㅊㅣ	t͡ɕʰo̞ŋɡa̠k̚k͈imt͡ɕʰi
ㅊㅗㅇㄱㅓㅁ	t͡ɕʰo̞ŋɡʌ̹m
ㅊㅗㅇㄹㅣ	t͡ɕʰo̞ŋni
ㅊㅗㅇㅁㅕㅇ	t͡ɕʰo̞ŋmjʌ̹ŋ
ㅊㅗㅇㅁㅕㅇㅎㅏㄷㅏ	t͡ɕʰo̞ŋmjʌ̹ŋɦa̠da̠
ㅊㅗㅇㅅㅓㄴ	t͡ɕʰo̞ŋsʰʌ̹n
ㅊㅗㅇㅈㅏㅇ	t͡ɕʰo̞ŋd͡ʑa̠ŋ
ㅊㅗㅇㅊㅗㅇ	t͡ɕʰo̞ŋt͡ɕʰo̞ŋ
ㅊㅗㅇㅊㅗㅇㄱㅓㄹㅣㄷㅏ	t͡ɕʰo̞ŋt͡ɕʰo̞ŋɡʌ̹ɾida̠
ㅊㅗㅇㅊㅗㅇㄱㅓㄹㅇㅡㅁ	t͡ɕʰo̞ŋt͡ɕʰo̞ŋɡʌ̹ɾɯm
ㅊㅗㅇㅊㅗㅇㄷㅐㄷㅏ	t͡ɕʰo̞ŋt͡ɕʰo̞ŋdɛ̝da̠
ㅊㅗㅇㅊㅗㅇㅎㅏㄷㅏ	t͡ɕʰo̞ŋt͡ɕʰo̞ŋɦa̠da̠
ㅊㅗㅇㅊㅗㅇㅎㅣ	t͡ɕʰo̞ŋt͡ɕʰo̞ŋʝi
ㅊㅗㅇㅊㅣㅇ	t͡ɕʰo̞ŋt͡ɕʰiŋ
ㅊㅘㄹㅇㅕㅇ	t͡ɕʰwa̠ɾjʌ̹ŋ
ㅊㅘㄹㅊㅘㄹ	t͡ɕʰwa̠ɭt͡ɕʰwa̠ɭ
ㅊㅘㄹㅊㅘㄹㄱㅓㄹㅣㄷㅏ	t͡ɕʰwa̠ɭt͡ɕʰwa̠ɭɡʌ̹ɾida̠
ㅊㅘㄹㅊㅘㄹㄷㅐㄷㅏ	t͡ɕʰwa̠ɭt͡ɕʰwa̠ɭdɛ̝da̠
ㅊㅘㄹㅊㅘㄹㅎㅏㄷㅏ	t͡ɕʰwa̠ɭt͡ɕʰwa̠ɾɦa̠da̠
ㅊㅚㄱㅏㅇ	t͡ɕʰø̞ɡa̠ŋ
ㅊㅚㄱㅗ	t͡ɕʰø̞ɡo̞
ㅊㅚㄱㅗㄱㅏ	t͡ɕʰø̞ɡo̞ɡa̠
ㅊㅚㄱㅗㄱㅏㄱㅕㄱㅂㅓㅂ	t͡ɕʰø̞ɡo̞ɡa̠ɡjʌ̹k̚p͈ʌ̹p̚
